x,y,z
13.126,46.013,0
13.126,46.209,-1
13.126,46.21,0
13.126,46.283,-2
13.127,45.682,21
13.127,45.684,6
13.127,45.817,-104
13.127,46.013,2
13.127,46.084,2
13.127,46.094,2
13.127,46.13,1
13.127,46.211,26
13.127,46.22,0
13.127,46.271,-1
13.127,46.275,-26
13.127,46.277,-2
13.127,46.291,1
13.128,45.681,4
13.128,46.219,0
13.128,46.274,-40
13.128,46.276,35
13.128,46.277,5
13.128,46.281,35
13.128,46.285,3
13.129,45.684,0
13.129,45.688,14
13.129,46.014,24
13.129,46.079,10
13.129,46.273,-1
13.129,46.274,-73
13.129,46.275,-108
13.13,45.68,36
13.13,45.683,2
13.13,45.688,11
13.13,46.095,2
13.13,46.099,35
13.13,46.272,136
13.13,46.274,1
13.13,46.275,0
13.131,45.682,18
13.131,45.688,0
13.131,45.69,-1
13.131,46.208,-3
13.131,46.269,-2
13.131,46.275,-34
13.131,46.276,75
13.132,45.682,1
13.132,45.687,11
13.132,45.689,3
13.132,46.267,7
13.132,46.275,-16
13.132,46.281,0
13.133,45.681,4
13.133,45.685,4
13.133,45.686,0
13.133,45.687,-1
13.133,45.689,0
13.133,45.691,0
13.133,46.096,1
13.133,46.272,2
13.133,46.322,0
13.133,46.326,1
13.134,45.685,-3
13.134,45.686,3
13.134,45.688,0
13.134,45.69,2
13.134,46.097,5
13.134,46.098,-104
13.134,46.374,-20
13.134,46.384,2
13.135,45.683,0
13.135,45.684,6
13.135,45.686,11
13.135,45.687,75
13.135,45.924,1
13.135,46.094,5
13.135,46.098,-1
13.135,46.161,24
13.135,46.162,-104
13.135,46.219,2
13.135,46.276,1
13.135,46.329,3
13.135,46.374,3
13.135,46.375,-103
13.136,45.684,0
13.136,45.685,37
13.136,45.686,29
13.136,45.688,-2
13.136,46.093,-1
13.136,46.362,7
13.136,46.385,1
13.137,45.685,0
13.137,45.686,10
13.137,45.687,2
13.137,45.82,0
13.137,46.092,1
13.137,46.098,-1
13.137,46.326,0
13.137,46.384,-1
13.138,45.685,0
13.138,45.686,12
13.138,45.687,20
13.138,45.688,0
13.138,45.689,5
13.138,45.958,0
13.138,46.05,0
13.138,46.208,7
13.138,46.21,26
13.138,46.28,1
13.139,45.685,0
13.139,45.687,48
13.139,46.075,1
13.139,46.166,1
13.139,46.279,-110
13.139,46.333,3
13.139,46.334,49
13.14,45.686,7
13.14,45.687,2
13.14,45.688,30
13.14,45.975,2
13.14,46.099,-40
13.14,46.211,4
13.14,46.271,1
13.14,46.272,0
13.14,46.277,0
13.14,46.331,-29
13.14,46.334,-182
13.14,46.335,1
13.141,45.687,0
13.141,45.688,-1
13.141,45.689,21
13.141,45.69,0
13.141,46.09,1
13.141,46.099,0
13.141,46.208,-2
13.141,46.211,-2
13.141,46.212,-1
13.142,45.687,0
13.142,45.689,6
13.142,45.954,0
13.142,45.955,-108
13.142,46.206,1
13.142,46.212,2
13.142,46.276,-2
13.142,46.334,49
13.143,45.689,-36
13.143,45.69,11
13.143,46.036,3
13.143,46.21,-8
13.143,46.211,3
13.143,46.212,-8
13.144,45.69,16
13.144,45.691,-105
13.144,45.692,0
13.144,45.693,0
13.144,45.694,4
13.144,45.931,1
13.144,46.006,13
13.144,46.014,1
13.144,46.033,0
13.144,46.089,4
13.144,46.236,-1
13.145,45.69,-3
13.145,45.691,-66
13.145,45.693,2
13.145,45.694,3
13.145,45.868,0
13.145,45.929,3
13.145,45.93,1
13.145,45.932,-1
13.145,46.007,3
13.145,46.015,-2
13.145,46.084,7
13.145,46.236,4
13.146,45.69,24
13.146,45.691,-1
13.146,45.692,2
13.146,45.695,4
13.146,45.924,0
13.146,45.927,4
13.146,45.928,12
13.146,46.016,9
13.146,46.086,0
13.146,46.088,-1
13.146,46.282,-2
13.146,46.289,19
13.147,45.69,1
13.147,45.691,19
13.147,45.692,26
13.147,45.693,1
13.147,45.7,0
13.147,45.927,4
13.147,45.928,5
13.147,46.029,1
13.147,46.084,0
13.147,46.086,1
13.147,46.087,2
13.148,45.691,6
13.148,45.692,14
13.148,45.693,0
13.148,45.698,0
13.148,46.016,5
13.148,46.099,-1
13.148,46.102,2
13.148,46.182,10
13.148,46.228,0
13.148,46.231,11
13.149,45.692,26
13.149,45.693,27
13.149,45.694,-1
13.149,46.085,-2
13.149,46.101,-1
13.149,46.156,54
13.15,45.692,0
13.15,45.693,0
13.15,45.695,6
13.15,46.017,-3
13.15,46.051,1
13.15,46.085,2
13.15,46.101,49
13.15,46.231,28
13.15,46.232,-1
13.151,45.844,1
13.151,46.022,2
13.151,46.051,-1
13.151,46.154,13
13.152,46.017,1
13.152,46.018,0
13.152,46.085,9
13.152,46.154,-1
13.152,46.155,0
13.152,46.263,-1
13.153,45.697,1
13.153,45.875,-1
13.153,46.017,-4
13.153,46.053,-104
13.153,46.085,-1
13.153,46.089,-1
13.153,46.112,1
13.154,46.017,-1
13.155,46.018,-104
13.155,46.242,-72
13.156,46.018,0
13.156,46.019,1
13.156,46.238,0
13.156,46.239,-4
13.157,46.088,2
13.157,46.105,1
13.157,46.191,-100
13.158,46.12,-1
13.159,46.191,-2
13.16,46.122,-1
13.161,45.968,-2
13.161,46.02,5
13.161,46.186,1
13.162,46.02,3
13.162,46.087,-2
13.163,45.761,-1
13.163,45.763,-1
13.163,45.864,0
13.163,46.02,48
13.163,46.215,-1
13.163,46.233,-1
13.165,46.02,2
13.166,45.764,4
13.166,46.023,-1
13.166,46.23,7
13.167,45.763,-40
13.167,45.764,3
13.167,45.765,-100
13.167,45.768,1
13.167,46.23,-1
13.168,45.765,65
13.168,45.766,-1
13.169,45.763,-1
13.169,45.947,0
13.169,46.053,1
13.169,46.054,0
13.169,46.23,-15
13.169,46.257,1
13.169,46.399,1
13.17,45.761,6
13.17,45.943,1
13.17,46.053,-1
13.17,46.054,7
13.17,46.084,2
13.17,46.123,-3
13.17,46.195,-3
13.171,45.941,1
13.171,45.943,-3
13.171,46.025,0
13.171,46.084,3
13.171,46.221,-1
13.172,45.778,-1
13.172,45.779,-1
13.172,45.944,33
13.172,45.945,-16
13.172,45.946,-69
13.172,46.228,0
13.172,46.345,18
13.173,45.942,7
13.173,45.945,-112
13.173,45.995,1
13.173,46.083,-2
13.173,46.223,-3
13.174,45.942,48
13.174,46.194,4
13.175,45.942,-2
13.175,45.946,0
13.175,46.051,0
13.176,45.791,1
13.176,45.922,1
13.177,45.946,2
13.177,46.051,-2
13.177,46.08,-1
13.177,46.117,2
13.177,46.212,1
13.177,46.229,6
13.177,46.231,-104
13.178,45.921,1
13.178,45.946,2
13.178,45.947,2
13.178,46.051,3
13.178,46.173,2
13.179,45.921,2
13.179,46.086,2
13.18,45.95,-4
13.18,46.256,-104
13.181,45.917,-2
13.181,45.92,2
13.181,45.95,4
13.181,46.085,-8
13.181,46.215,2
13.182,46.086,-25
13.182,46.178,0
13.182,46.217,4
13.183,45.85,0
13.183,45.908,-17
13.183,45.919,0
13.183,45.922,10
13.183,46.042,1
13.183,46.043,7
13.183,46.107,-1
13.183,46.111,-1
13.184,46.068,-1
13.184,46.077,7
13.184,46.079,-1
13.184,46.083,-3
13.184,46.11,-1
13.184,46.174,-3
13.185,45.908,1
13.185,45.909,-104
13.185,46.075,3
13.185,46.076,2
13.186,45.956,1
13.186,45.957,-1
13.186,46.079,0
13.187,45.801,1
13.187,46.043,3
13.187,46.05,133
13.187,46.051,-3
13.187,46.123,-13
13.187,46.124,-179
13.187,46.173,-17
13.187,46.174,0
13.187,46.207,-1
13.188,45.802,77
13.188,45.803,0
13.188,45.904,0
13.188,45.957,0
13.188,46.05,-77
13.188,46.124,2
13.188,46.173,-104
13.188,46.174,0
13.188,46.204,0
13.188,46.208,3
13.188,46.402,3
13.188,46.407,2
13.189,45.803,-104
13.189,46.076,-7
13.189,46.077,-1
13.189,46.117,0
13.189,46.175,3
13.189,46.205,0
13.19,45.827,10
13.19,45.965,2
13.19,46.094,1
13.19,46.121,2
13.191,45.803,0
13.191,45.964,0
13.191,46.04,0
13.191,46.043,11
13.191,46.07,-17
13.191,46.077,1
13.191,46.093,-1
13.192,45.835,1
13.192,46.067,-1
13.192,46.129,0
13.192,46.149,-4
13.192,46.219,-4
13.193,45.835,2
13.193,45.986,7
13.193,46.049,1
13.193,46.053,1
13.194,46.044,-1
13.194,46.049,1
13.194,46.117,0
13.194,46.22,2
13.195,45.834,0
13.195,45.984,2
13.195,46.044,-2
13.195,46.049,1
13.195,46.118,-1
13.195,46.402,1
13.195,46.41,-176
13.196,45.834,-1
13.196,45.986,-105
13.196,46.047,0
13.196,46.116,-2
13.196,46.231,1
13.196,46.404,1
13.196,46.411,-17
13.197,45.834,6
13.197,45.985,2
13.197,46.089,-52
13.198,45.807,-1
13.198,45.867,1
13.198,45.987,-40
13.198,46.111,-2
13.198,46.189,16
13.199,46.048,-40
13.199,46.08,30
13.199,46.105,-14
13.199,46.193,1
13.199,46.196,-2
13.2,45.978,0
13.2,45.988,-104
13.2,45.99,0
13.2,46.048,1
13.2,46.192,-9
13.201,45.987,1
13.201,46.05,-1
13.201,46.183,75
13.201,46.193,-2
13.201,46.194,1
13.201,46.196,-1
13.202,45.835,5
13.202,45.99,4
13.202,45.991,1
13.202,46.035,-27
13.202,46.053,0
13.202,46.091,0
13.202,46.183,8
13.202,46.184,51
13.202,46.193,-2
13.202,46.195,-2
13.202,46.196,2
13.203,45.984,0
13.203,46.031,-1
13.203,46.084,1
13.203,46.143,-1
13.203,46.198,-1
13.204,45.83,2
13.204,45.944,-1
13.204,46.028,-104
13.204,46.05,0
13.204,46.084,-1
13.204,46.085,-1
13.204,46.177,-1
13.204,46.183,0
13.204,46.193,4
13.205,45.828,1
13.205,45.833,-1
13.205,46.027,1
13.205,46.039,2
13.205,46.073,-34
13.205,46.078,3
13.205,46.17,0
13.205,46.174,1
13.205,46.175,7
13.205,46.184,5
13.206,45.653,-2
13.206,45.833,-15
13.206,45.943,1
13.206,46.017,3
13.206,46.027,1
13.206,46.071,-2
13.206,46.078,10
13.206,46.079,-104
13.206,46.159,1
13.207,45.83,-9
13.207,45.832,-3
13.207,45.833,-145
13.207,45.834,1
13.207,45.837,0
13.207,45.942,1
13.207,46.008,3
13.207,46.068,8
13.207,46.216,-3
13.208,45.832,-1
13.208,45.833,61
13.208,46.021,1
13.208,46.052,4
13.208,46.07,36
13.208,46.08,-1
13.208,46.159,1
13.208,46.16,2
13.209,45.832,14
13.209,45.833,6
13.209,46.052,5
13.209,46.053,48
13.209,46.073,0
13.209,46.103,2
13.209,46.126,2
13.209,46.16,0
13.209,46.178,0
13.21,45.83,-20
13.21,45.841,-4
13.21,46.052,-6
13.21,46.053,0
13.21,46.074,-40
13.21,46.079,-2
13.21,46.115,2
13.21,46.162,2
13.21,46.163,0
13.21,46.209,4
13.21,46.215,5
13.211,45.831,0
13.211,45.832,1
13.211,45.833,3
13.211,45.845,1
13.211,45.849,-5
13.211,46.014,-1
13.211,46.015,2
13.211,46.032,0
13.211,46.053,0
13.211,46.072,-2
13.211,46.078,-4
13.211,46.089,1
13.211,46.127,-43
13.211,46.16,4
13.211,46.161,0
13.211,46.162,-17
13.211,46.163,1
13.211,46.209,0
13.212,45.828,0
13.212,45.831,-18
13.212,45.832,2
13.212,45.85,2
13.212,46.032,1
13.212,46.043,7
13.212,46.053,6
13.212,46.081,1
13.212,46.094,-1
13.212,46.095,-13
13.212,46.102,4
13.212,46.103,-73
13.212,46.114,4
13.212,46.16,1
13.212,46.161,1
13.212,46.162,9
13.213,45.798,11
13.213,45.806,-1
13.213,45.825,3
13.213,45.85,-5
13.213,46.059,12
13.213,46.073,2
13.213,46.094,-3
13.213,46.16,0
13.213,46.161,0
13.213,46.21,-1
13.213,46.212,75
13.213,46.215,6
13.214,45.798,0
13.214,45.799,0
13.214,45.824,-40
13.214,45.855,23
13.214,45.9,-2
13.214,46.006,2
13.214,46.023,1
13.214,46.024,6
13.214,46.025,1
13.214,46.054,0
13.214,46.082,-5
13.214,46.084,0
13.214,46.095,18
13.214,46.1,0
13.214,46.101,0
13.214,46.102,-13
13.214,46.111,-1
13.214,46.112,4
13.214,46.127,1
13.214,46.128,-1
13.214,46.159,0
13.215,45.798,-2
13.215,45.811,-2
13.215,45.829,0
13.215,45.833,2
13.215,45.901,-2
13.215,46.025,-38
13.215,46.026,3
13.215,46.055,1
13.215,46.094,0
13.215,46.095,0
13.215,46.1,-40
13.215,46.101,1
13.215,46.114,2
13.215,46.126,0
13.215,46.127,-1
13.215,46.158,0
13.215,46.159,-73
13.216,45.798,-34
13.216,45.816,6
13.216,45.819,2
13.216,45.82,4
13.216,46.028,2
13.216,46.044,2
13.216,46.055,2
13.216,46.059,-1
13.216,46.073,0
13.216,46.074,35
13.216,46.087,7
13.216,46.096,0
13.216,46.15,1
13.216,46.156,0
13.216,46.159,-40
13.216,46.214,14
13.216,46.215,1
13.217,45.795,2
13.217,45.798,11
13.217,45.833,0
13.217,46.003,3
13.217,46.071,75
13.217,46.083,1
13.217,46.108,1
13.217,46.114,-7
13.217,46.116,1
13.217,46.143,4
13.217,46.158,8
13.217,46.16,1
13.217,46.214,0
13.217,46.215,-2
13.218,45.798,-1
13.218,45.813,-1
13.218,45.86,-1
13.218,45.905,-1
13.218,46.032,-2
13.218,46.033,-1
13.218,46.034,0
13.218,46.035,-1
13.218,46.062,0
13.218,46.063,-10
13.218,46.065,11
13.218,46.07,1
13.218,46.074,1
13.218,46.081,2
13.218,46.086,-1
13.218,46.097,-1
13.218,46.101,5
13.218,46.11,0
13.218,46.111,-7
13.218,46.113,3
13.218,46.114,-5
13.218,46.115,6
13.218,46.117,2
13.218,46.152,-1
13.218,46.155,1
13.218,46.158,0
13.218,46.236,1
13.219,45.799,5
13.219,45.815,1
13.219,45.816,8
13.219,46.016,0
13.219,46.025,1
13.219,46.026,7
13.219,46.064,75
13.219,46.077,-9
13.219,46.08,90
13.219,46.108,2
13.219,46.11,2
13.219,46.117,54
13.219,46.151,3
13.219,46.152,1
13.219,46.153,35
13.219,46.154,0
13.219,46.155,1
13.219,46.214,-35
13.219,46.224,3
13.219,46.393,4
13.22,45.795,14
13.22,45.816,1
13.22,45.86,-104
13.22,46.006,-3
13.22,46.025,1
13.22,46.046,0
13.22,46.054,-5
13.22,46.057,36
13.22,46.058,0
13.22,46.063,-1
13.22,46.1,-1
13.22,46.107,-2
13.22,46.109,-1
13.22,46.112,0
13.22,46.113,7
13.22,46.116,2
13.22,46.117,-1
13.22,46.145,0
13.22,46.151,4
13.22,46.152,-3
13.22,46.214,-1
13.22,46.215,-2
13.22,46.216,2
13.22,46.217,-1
13.22,46.393,-104
13.221,45.906,9
13.221,46.027,1
13.221,46.043,1
13.221,46.057,-1
13.221,46.069,36
13.221,46.072,8
13.221,46.073,0
13.221,46.076,1
13.221,46.086,5
13.221,46.113,-4
13.221,46.146,1
13.221,46.151,0
13.221,46.162,-1
13.221,46.163,1
13.221,46.213,3
13.221,46.214,4
13.221,46.215,-89
13.221,46.216,1
13.222,46.039,-1
13.222,46.047,-104
13.222,46.069,-2
13.222,46.073,1
13.222,46.076,2
13.222,46.083,0
13.222,46.084,-1
13.222,46.099,1
13.222,46.101,0
13.222,46.102,0
13.222,46.105,0
13.222,46.106,4
13.222,46.107,36
13.222,46.113,4
13.222,46.114,1
13.222,46.134,-8
13.222,46.135,1
13.222,46.214,-70
13.222,46.216,-74
13.222,46.217,-1
13.222,46.224,-64
13.223,45.799,-1
13.223,45.8,-10
13.223,46.048,1
13.223,46.055,-6
13.223,46.056,75
13.223,46.057,1
13.223,46.058,-2
13.223,46.059,133
13.223,46.064,-1
13.223,46.07,0
13.223,46.099,0
13.223,46.1,17
13.223,46.113,-2
13.223,46.115,5
13.223,46.117,-4
13.223,46.131,-7
13.223,46.134,78
13.223,46.138,34
13.223,46.144,12
13.223,46.217,1
13.224,45.862,2
13.224,45.96,-1
13.224,46.046,-1
13.224,46.056,1
13.224,46.058,-1
13.224,46.061,0
13.224,46.099,1
13.224,46.1,1
13.224,46.107,0
13.224,46.11,2
13.224,46.111,-1
13.224,46.12,15
13.224,46.13,-18
13.224,46.131,-1
13.224,46.133,0
13.224,46.138,16
13.224,46.139,1
13.224,46.141,-2
13.224,46.142,0
13.224,46.143,10
13.224,46.144,1
13.224,46.223,1
13.225,45.79,17
13.225,45.796,22
13.225,46.04,-1
13.225,46.047,0
13.225,46.054,1
13.225,46.058,0
13.225,46.067,1
13.225,46.073,0
13.225,46.099,4
13.225,46.1,-1
13.225,46.102,-6
13.225,46.107,1
13.225,46.108,0
13.225,46.11,2
13.225,46.111,0
13.225,46.112,2
13.225,46.116,2
13.225,46.131,3
13.225,46.134,14
13.225,46.135,-1
13.225,46.136,19
13.225,46.144,1
13.225,46.164,1
13.226,45.899,0
13.226,45.959,0
13.226,45.981,1
13.226,46.046,-1
13.226,46.049,-2
13.226,46.056,-104
13.226,46.059,4
13.226,46.061,-1
13.226,46.063,1
13.226,46.064,7
13.226,46.066,0
13.226,46.072,0
13.226,46.099,1
13.226,46.102,2
13.226,46.104,-2
13.226,46.107,-2
13.226,46.108,25
13.226,46.109,0
13.226,46.115,2
13.226,46.118,2
13.226,46.12,1
13.226,46.13,-3
13.226,46.134,3
13.226,46.136,-1
13.226,46.145,-4
13.227,46.049,4
13.227,46.055,0
13.227,46.057,0
13.227,46.059,-2
13.227,46.063,6
13.227,46.064,11
13.227,46.066,0
13.227,46.067,1
13.227,46.069,0
13.227,46.07,5
13.227,46.078,6
13.227,46.079,58
13.227,46.083,6
13.227,46.099,8
13.227,46.1,-8
13.227,46.101,-8
13.227,46.105,-1
13.227,46.106,-2
13.227,46.107,2
13.227,46.109,0
13.227,46.111,-2
13.227,46.112,-7
13.227,46.114,-1
13.227,46.204,2
13.227,46.221,-1
13.228,45.898,11
13.228,46.055,-4
13.228,46.056,12
13.228,46.06,6
13.228,46.061,-2
13.228,46.063,4
13.228,46.065,-2
13.228,46.066,3
13.228,46.069,49
13.228,46.071,6
13.228,46.094,-1
13.228,46.1,108
13.228,46.101,-12
13.228,46.102,-11
13.228,46.103,10
13.228,46.104,-2
13.228,46.108,0
13.228,46.109,-8
13.228,46.11,2
13.228,46.117,4
13.228,46.144,0
13.228,46.155,0
13.229,45.789,-29
13.229,46.009,3
13.229,46.01,0
13.229,46.029,2
13.229,46.049,-1
13.229,46.053,19
13.229,46.054,8
13.229,46.055,90
13.229,46.056,3
13.229,46.057,0
13.229,46.058,3
13.229,46.059,-1
13.229,46.06,-17
13.229,46.061,-3
13.229,46.062,1
13.229,46.066,1
13.229,46.07,3
13.229,46.077,1
13.229,46.087,2
13.229,46.091,0
13.229,46.093,5
13.229,46.094,-1
13.229,46.096,1
13.229,46.097,7
13.229,46.1,6
13.229,46.102,1
13.229,46.103,1
13.229,46.104,1
13.229,46.144,-3
13.229,46.148,9
13.23,45.953,-1
13.23,46.051,3
13.23,46.054,22
13.23,46.055,4
13.23,46.056,1
13.23,46.057,6
13.23,46.058,-2
13.23,46.061,10
13.23,46.063,-1
13.23,46.064,-1
13.23,46.066,1
13.23,46.068,1
13.23,46.086,1
13.23,46.092,-6
13.23,46.093,1
13.23,46.094,-7
13.23,46.095,10
13.23,46.096,1
13.23,46.097,3
13.23,46.098,6
13.23,46.099,-4
13.23,46.1,1
13.23,46.103,3
13.23,46.105,-1
13.23,46.106,1
13.23,46.116,0
13.23,46.145,2
13.231,46.035,-1
13.231,46.044,-2
13.231,46.048,-3
13.231,46.049,-3
13.231,46.054,75
13.231,46.055,-5
13.231,46.056,1
13.231,46.057,-1
13.231,46.058,0
13.231,46.059,-1
13.231,46.061,2
13.231,46.062,76
13.231,46.064,0
13.231,46.065,2
13.231,46.066,4
13.231,46.067,1
13.231,46.073,1
13.231,46.08,90
13.231,46.09,2
13.231,46.091,51
13.231,46.092,15
13.231,46.093,3
13.231,46.094,0
13.231,46.096,0
13.231,46.097,-7
13.231,46.098,3
13.231,46.108,-104
13.232,45.896,1
13.232,45.897,-3
13.232,45.898,3
13.232,46.002,2
13.232,46.029,-5
13.232,46.055,49
13.232,46.056,49
13.232,46.057,-2
13.232,46.059,44
13.232,46.061,3
13.232,46.062,-72
13.232,46.063,1
13.232,46.064,-50
13.232,46.065,5
13.232,46.066,-4
13.232,46.069,1
13.232,46.077,1
13.232,46.086,-1
13.232,46.089,75
13.232,46.09,0
13.232,46.095,9
13.232,46.098,-2
13.232,46.109,1
13.232,46.144,10
13.232,46.147,10
13.233,45.789,1
13.233,45.897,0
13.233,46.028,3
13.233,46.039,-5
13.233,46.055,1
13.233,46.057,0
13.233,46.058,4
13.233,46.059,2
13.233,46.061,1
13.233,46.062,-3
13.233,46.063,5
13.233,46.064,17
13.233,46.065,-7
13.233,46.066,5
13.233,46.067,0
13.233,46.069,9
13.233,46.071,-2
13.233,46.072,-1
13.233,46.073,-1
13.233,46.077,1
13.233,46.078,-95
13.233,46.079,3
13.233,46.086,0
13.233,46.087,-9
13.233,46.088,16
13.233,46.089,0
13.233,46.09,-1
13.233,46.091,1
13.233,46.095,8
13.233,46.096,3
13.233,46.115,0
13.233,46.146,1
13.234,45.777,75
13.234,45.897,1
13.234,45.926,0
13.234,46.004,0
13.234,46.056,1
13.234,46.057,-6
13.234,46.059,1
13.234,46.06,1
13.234,46.061,19
13.234,46.062,-37
13.234,46.063,-41
13.234,46.064,39
13.234,46.065,24
13.234,46.066,1
13.234,46.067,10
13.234,46.068,3
13.234,46.069,1
13.234,46.07,0
13.234,46.071,3
13.234,46.072,3
13.234,46.078,2
13.234,46.079,-1
13.234,46.08,4
13.234,46.083,1
13.234,46.086,4
13.234,46.089,-1
13.234,46.09,-1
13.234,46.093,-9
13.234,46.096,-2
13.234,46.098,1
13.234,46.145,-104
13.235,45.897,-103
13.235,46.056,1
13.235,46.059,48
13.235,46.061,-3
13.235,46.062,-6
13.235,46.063,12
13.235,46.064,-11
13.235,46.066,0
13.235,46.067,-1
13.235,46.068,-2
13.235,46.07,3
13.235,46.071,-349
13.235,46.072,2
13.235,46.073,4
13.235,46.074,1
13.235,46.076,2
13.235,46.077,-1
13.235,46.078,-2
13.235,46.079,1
13.235,46.087,1
13.235,46.11,1
13.235,46.112,1
13.235,46.113,-1
13.236,45.897,-39
13.236,45.898,-5
13.236,46.057,-2
13.236,46.061,-1
13.236,46.062,-22
13.236,46.063,-3
13.236,46.064,-1
13.236,46.068,1
13.236,46.07,-15
13.236,46.071,3
13.236,46.072,-1
13.236,46.074,1
13.236,46.078,-1
13.236,46.089,0
13.237,45.782,16
13.237,46.006,-5
13.237,46.052,0
13.237,46.056,-3
13.237,46.057,-1
13.237,46.06,14
13.237,46.061,9
13.237,46.062,0
13.237,46.063,-12
13.237,46.064,-9
13.237,46.066,0
13.237,46.069,-1
13.237,46.071,1
13.237,46.072,-1
13.237,46.076,1
13.237,46.088,0
13.238,45.778,-2
13.238,45.897,4
13.238,46.034,8
13.238,46.036,10
13.238,46.052,-6
13.238,46.054,4
13.238,46.056,-2
13.238,46.057,35
13.238,46.058,67
13.238,46.06,1
13.238,46.061,1
13.238,46.062,-1
13.238,46.063,-134
13.238,46.064,4
13.238,46.065,-1
13.238,46.071,-1
13.238,46.072,-1
13.238,46.076,6
13.238,46.142,-17
13.239,45.901,0
13.239,45.902,8
13.239,46.034,2
13.239,46.036,-1
13.239,46.037,4
13.239,46.038,26
13.239,46.056,-10
13.239,46.057,35
13.239,46.058,0
13.239,46.059,0
13.239,46.06,0
13.239,46.061,0
13.239,46.062,-97
13.239,46.063,5
13.239,46.064,-4
13.239,46.067,-2
13.239,46.069,49
13.239,46.071,-1
13.239,46.087,0
13.239,46.1,3
13.24,45.779,-142
13.24,45.783,0
13.24,45.904,23
13.24,46.03,0
13.24,46.032,0
13.24,46.033,3
13.24,46.035,10
13.24,46.058,6
13.24,46.059,1
13.24,46.06,-108
13.24,46.061,-1
13.24,46.063,0
13.24,46.064,-14
13.24,46.079,2
13.24,46.082,7
13.24,46.083,3
13.24,46.094,-16
